X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-98.81116002,29.779046311,"0","0","197",495.325,,,,,,,,,,,,,,,,,,,,,,
-98.811153717,29.779049039,"0","0","198",495.312,,,,,,,,,,,,,,,,,,,,,,
-98.811147393,29.779053129,"0","0","199",495.296,,,,,,,,,,,,,,,,,,,,,,
-98.811141058,29.779057214,"0","0","200",495.281,,,,,,,,,,,,,,,,,,,,,,
-98.811137862,29.779062663,"0","0","201",495.266,,,,,,,,,,,,,,,,,,,,,,
-98.811134654,29.779066742,"0","0","202",495.255,,,,,,,,,,,,,,,,,,,,,,
-98.811131435,29.77907218,"0","0","203",495.242,,,,,,,,,,,,,,,,,,,,,,
-98.811128216,29.779078982,"0","0","204",495.227,,,,,,,,,,,,,,,,,,,,,,
-98.811126611,29.779084429,"0","0","205",495.216,,,,,,,,,,,,,,,,,,,,,,
-98.811125006,29.779089876,"0","0","206",495.205,,,,,,,,,,,,,,,,,,,,,,
-98.811121827,29.77909532,"0","0","207",495.194,,,,,,,,,,,,,,,,,,,,,,
-98.811120215,29.779102126,"0","0","208",495.181,,,,,,,,,,,,,,,,,,,,,,
-98.81111703,29.77910893,"0","0","209",495.169,,,,,,,,,,,,,,,,,,,,,,
-98.811115433,29.779114375,"0","0","210",495.16,,,,,,,,,,,,,,,,,,,,,,
-98.811113868,29.779118469,"0","0","211",495.153,,,,,,,,,,,,,,,,,,,,,,
-98.811110748,29.779125297,"0","0","212",495.142,,,,,,,,,,,,,,,,,,,,,,
-98.811109238,29.779130779,"0","0","213",495.134,,,,,,,,,,,,,,,,,,,,,,
-98.81111396,29.779134874,"0","0","214",495.125,,,,,,,,,,,,,,,,,,,,,,
-98.811120139,29.779133463,"0","0","215",495.126,,,,,,,,,,,,,,,,,,,,,,
-98.811127965,29.779133451,"0","0","216",495.123,,,,,,,,,,,,,,,,,,,,,,
-98.811134263,29.779133456,"0","0","217",495.121,,,,,,,,,,,,,,,,,,,,,,
-98.81114056,29.779133461,"0","0","218",495.119,,,,,,,,,,,,,,,,,,,,,,
-98.811148432,29.779133468,"0","0","219",495.116,,,,,,,,,,,,,,,,,,,,,,
